day,date,daily,line,type,number
Saturday,2011-06-18,2807.5,orange,Boardings,1588
Sunday,2011-06-19,4664.5,orange,Boardings,2062
Monday,2011-06-20,7578,orange,Boardings,3392
Tuesday,2011-06-21,8139.5,orange,Boardings,3567
Wednesday,2011-06-22,8991,orange,Boardings,4084
Thursday,2011-06-23,8398,orange,Boardings,3717
Friday,2011-06-24,9814,orange,Boardings,4410
Saturday,2011-06-25,8096,orange,Boardings,3681
Sunday,2011-06-26,5724.5,orange,Boardings,2875
Monday,2011-06-27,8067.5,orange,Boardings,3532
Tuesday,2011-06-28,9013.5,orange,Boardings,4085
Wednesday,2011-06-29,9069,orange,Boardings,4097
Thursday,2011-06-30,8670.5,orange,Boardings,3954
Friday,2011-07-01,9807.5,orange,Boardings,4393
Saturday,2011-07-02,7970.5,orange,Boardings,3793
Sunday,2011-07-03,5657.5,orange,Boardings,2408
Monday,2011-07-04,7099.5,orange,Boardings,3112
Tuesday,2011-07-05,8210,orange,Boardings,3484
Wednesday,2011-07-06,8609,orange,Boardings,3720
Thursday,2011-07-07,8368,orange,Boardings,3478
Friday,2011-07-08,9327,orange,Boardings,3958
Saturday,2011-07-09,7578.5,orange,Boardings,3191
Sunday,2011-07-10,5012.5,orange,Boardings,1946
Monday,2011-07-11,7997,orange,Boardings,3617
Tuesday,2011-07-12,8133,orange,Boardings,3803
Wednesday,2011-07-13,8030,orange,Boardings,3666
Thursday,2011-07-14,8781,orange,Boardings,4090
Friday,2011-07-15,10998,orange,Boardings,4616
Saturday,2011-07-16,12246,orange,Boardings,4540
Sunday,2011-07-17,7960.5,orange,Boardings,2790
Monday,2011-07-18,9280,orange,Boardings,4106
Tuesday,2011-07-19,9499.5,orange,Boardings,4218
Wednesday,2011-07-20,9488,orange,Boardings,4287
Thursday,2011-07-21,8996,orange,Boardings,4121
Friday,2011-07-22,9636,orange,Boardings,4351
Saturday,2011-07-23,7570,orange,Boardings,3382
Sunday,2011-07-24,5678,orange,Boardings,2240
Monday,2011-07-25,7524,orange,Boardings,3057
Tuesday,2011-07-26,8894,orange,Boardings,3879
Wednesday,2011-07-27,8810.5,orange,Boardings,3944
Thursday,2011-07-28,9425,orange,Boardings,4042
Friday,2011-07-29,10013,orange,Boardings,4396
Saturday,2011-07-30,8802,orange,Boardings,3591
Sunday,2011-07-31,6237,orange,Boardings,2633
Monday,2011-08-01,8161.5,orange,Boardings,3333
Tuesday,2011-08-02,8828,orange,Boardings,4002
Wednesday,2011-08-03,8596,orange,Boardings,3776
Thursday,2011-08-04,8680.5,orange,Boardings,3641
Friday,2011-08-05,10931.5,orange,Boardings,4810
Saturday,2011-08-06,7531.5,orange,Boardings,3420
Sunday,2011-08-07,5320,orange,Boardings,2270
Monday,2011-08-08,9095.5,orange,Boardings,3765
Tuesday,2011-08-09,8782.5,orange,Boardings,3801
Wednesday,2011-08-10,9335.5,orange,Boardings,4266
Thursday,2011-08-11,8765.5,orange,Boardings,3694
Friday,2011-08-12,10315,orange,Boardings,4512
Saturday,2011-08-13,6839,orange,Boardings,3123
Sunday,2011-08-14,4678,orange,Boardings,2011
Monday,2011-08-15,7663,orange,Boardings,3188
Tuesday,2011-08-16,9132.5,orange,Boardings,3806
Wednesday,2011-08-17,8814,orange,Boardings,3744
Thursday,2011-08-18,8659,orange,Boardings,3644
Friday,2011-08-19,10487,orange,Boardings,4428
Saturday,2011-08-20,8236.5,orange,Boardings,3704
Sunday,2011-08-21,4229.5,orange,Boardings,1564
Monday,2011-08-22,9437.5,orange,Boardings,4042
Tuesday,2011-08-23,8822.5,orange,Boardings,3745
Wednesday,2011-08-24,9179.5,orange,Boardings,3928
Thursday,2011-08-25,8881,orange,Boardings,3712
Friday,2011-08-26,11201.5,orange,Boardings,4932
Saturday,2011-08-27,2952,orange,Boardings,1359
Sunday,2011-08-28,3231,orange,Boardings,1291
Monday,2011-08-29,9495,orange,Boardings,4082
Tuesday,2011-08-30,9279,orange,Boardings,4068
Wednesday,2011-08-31,9289.5,orange,Boardings,4122
Thursday,2011-09-01,7005.5,orange,Boardings,2768
Friday,2011-09-02,7223,orange,Boardings,2654
Saturday,2011-09-03,7304,orange,Boardings,2594
Sunday,2011-09-04,6036.5,orange,Boardings,1914
Monday,2011-09-05,4346.5,orange,Boardings,1816
Tuesday,2011-09-06,7499,orange,Boardings,2906
Wednesday,2011-09-07,7714.5,orange,Boardings,3129
Thursday,2011-09-08,8163,orange,Boardings,3348
Friday,2011-09-09,10101.5,orange,Boardings,4000
Saturday,2011-09-10,7174,orange,Boardings,2881
Sunday,2011-09-11,4856,orange,Boardings,1949
Monday,2011-09-12,9211,orange,Boardings,3868
Tuesday,2011-09-13,9095.5,orange,Boardings,3969
Wednesday,2011-09-14,9591.5,orange,Boardings,3993
Thursday,2011-09-15,8938,orange,Boardings,3724
Friday,2011-09-16,10807.5,orange,Boardings,4426
Saturday,2011-09-17,7806.5,orange,Boardings,2937
Sunday,2011-09-18,5540,orange,Boardings,2212
Monday,2011-09-19,9064,orange,Boardings,3751
Tuesday,2011-09-20,9171.5,orange,Boardings,3662
Wednesday,2011-09-21,9409,orange,Boardings,3973
Thursday,2011-09-22,9292.5,orange,Boardings,3933
Friday,2011-09-23,8285.5,orange,Boardings,3393
Saturday,2011-09-24,7992,orange,Boardings,3412
Sunday,2011-09-25,5521.5,orange,Boardings,2288
Monday,2011-09-26,10004.5,orange,Boardings,4328
Tuesday,2011-09-27,9624.5,orange,Boardings,4032
Wednesday,2011-09-28,9625,orange,Boardings,4151
Thursday,2011-09-29,9501,orange,Boardings,4006
Friday,2011-09-30,10908,orange,Boardings,4436
Saturday,2011-10-01,8842,orange,Boardings,4020
Sunday,2011-10-02,6207.5,orange,Boardings,2742
Monday,2011-10-03,9737.5,orange,Boardings,4224
Tuesday,2011-10-04,8936,orange,Boardings,3526
Wednesday,2011-10-05,9970,orange,Boardings,4213
Thursday,2011-10-06,9641,orange,Boardings,3965
Friday,2011-10-07,11129,orange,Boardings,4300
Saturday,2011-10-08,8312.5,orange,Boardings,3455
Sunday,2011-10-09,5410.5,orange,Boardings,2030
Monday,2011-10-10,8012,orange,Boardings,3485
Tuesday,2011-10-11,9594,orange,Boardings,4136
Wednesday,2011-10-12,8797,orange,Boardings,3605
Thursday,2011-10-13,8469,orange,Boardings,3492
Friday,2011-10-14,10031.5,orange,Boardings,4230
Saturday,2011-10-15,6150,orange,Boardings,2383
Sunday,2011-10-16,5786,orange,Boardings,2260
Monday,2011-10-17,9337.5,orange,Boardings,3889
Tuesday,2011-10-18,9455,orange,Boardings,3849
Wednesday,2011-10-19,6203,orange,Boardings,2985
Thursday,2011-10-20,4836,orange,Boardings,2745
Friday,2011-10-21,10682,orange,Boardings,4531
Saturday,2011-10-22,7800,orange,Boardings,3281
Sunday,2011-10-23,4972,orange,Boardings,2075
Monday,2011-10-24,9279,orange,Boardings,3746
Tuesday,2011-10-25,9710.5,orange,Boardings,4038
Wednesday,2011-10-26,9193,orange,Boardings,3794
Thursday,2011-10-27,9163.5,orange,Boardings,3866
Friday,2011-10-28,10876,orange,Boardings,4663
Saturday,2011-10-29,5469,orange,Boardings,2343
Sunday,2011-10-30,5137,orange,Boardings,2162
Monday,2011-10-31,9675,orange,Boardings,4073
Tuesday,2011-11-01,8873,orange,Boardings,3839
Wednesday,2011-11-02,10368.5,orange,Boardings,3716
Thursday,2011-11-03,10652.5,orange,Boardings,3851
Friday,2011-11-04,11998,orange,Boardings,4461
Saturday,2011-11-05,8640,orange,Boardings,3515
Sunday,2011-11-06,6105,orange,Boardings,2057
Monday,2011-11-07,10502,orange,Boardings,3898
Tuesday,2011-11-08,10454.5,orange,Boardings,4146
Wednesday,2011-11-09,10675.5,orange,Boardings,3877
Thursday,2011-11-10,9931,orange,Boardings,3627
Friday,2011-11-11,11918,orange,Boardings,4295
Saturday,2011-11-12,9128.5,orange,Boardings,3578
Sunday,2011-11-13,5829.5,orange,Boardings,2101
Monday,2011-11-14,9002.5,orange,Boardings,3339
Tuesday,2011-11-15,10058,orange,Boardings,3642
Wednesday,2011-11-16,10121.5,orange,Boardings,3547
Thursday,2011-11-17,10775,orange,Boardings,4018
Friday,2011-11-18,12033.5,orange,Boardings,4797
Saturday,2011-11-19,8962,orange,Boardings,3390
Sunday,2011-11-20,5854,orange,Boardings,2101
Monday,2011-11-21,9857,orange,Boardings,3503
Tuesday,2011-11-22,9130,orange,Boardings,3186
Wednesday,2011-11-23,10289.5,orange,Boardings,4001
Thursday,2011-11-24,1280,orange,Boardings,523
Friday,2011-11-25,8760.5,orange,Boardings,3604
Saturday,2011-11-26,7455,orange,Boardings,2949
Sunday,2011-11-27,5425.5,orange,Boardings,2122
Monday,2011-11-28,9733.5,orange,Boardings,3692
Tuesday,2011-11-29,9287,orange,Boardings,3217
Wednesday,2011-11-30,10557,orange,Boardings,3750
Thursday,2011-12-01,11149.5,orange,Boardings,3725
Friday,2011-12-02,12721.5,orange,Boardings,4449
Saturday,2011-12-03,9746,orange,Boardings,3750
Sunday,2011-12-04,6825,orange,Boardings,2623
Monday,2011-12-05,10369,orange,Boardings,3641
Tuesday,2011-12-06,10038,orange,Boardings,3594
Wednesday,2011-12-07,9593.5,orange,Boardings,3159
Thursday,2011-12-08,10329.5,orange,Boardings,3541
Friday,2011-12-09,12596,orange,Boardings,4523
Saturday,2011-12-10,8827.5,orange,Boardings,3099
Sunday,2011-12-11,5501.5,orange,Boardings,2078
Monday,2011-12-12,10359,orange,Boardings,3922
Tuesday,2011-12-13,10433.5,orange,Boardings,3848
Wednesday,2011-12-14,10697,orange,Boardings,3808
Thursday,2011-12-15,10797.5,orange,Boardings,3717
Friday,2011-12-16,12561.5,orange,Boardings,4445
Saturday,2011-12-17,8400,orange,Boardings,2967
Sunday,2011-12-18,5308.5,orange,Boardings,1904
Monday,2011-12-19,10649,orange,Boardings,3780
Tuesday,2011-12-20,10799.5,orange,Boardings,4100
Wednesday,2011-12-21,10396,orange,Boardings,3805
Thursday,2011-12-22,10432.5,orange,Boardings,3852
Friday,2011-12-23,10160.5,orange,Boardings,4035
Saturday,2011-12-24,4561.5,orange,Boardings,1875
Sunday,2011-12-25,0,orange,Boardings,NA
Monday,2011-12-26,6689.5,orange,Boardings,2653
Tuesday,2011-12-27,7886.5,orange,Boardings,3087
Wednesday,2011-12-28,9804.5,orange,Boardings,3818
Thursday,2011-12-29,9223.5,orange,Boardings,3639
Friday,2011-12-30,10709,orange,Boardings,4263
Saturday,2011-12-31,8711.5,orange,Boardings,3569
Sunday,2012-01-01,3939.5,orange,Boardings,1450
Monday,2012-01-02,7262,orange,Boardings,2969
Tuesday,2012-01-03,9765.5,orange,Boardings,3348
Wednesday,2012-01-04,9525.5,orange,Boardings,3225
Thursday,2012-01-05,10035.5,orange,Boardings,3445
Friday,2012-01-06,12341,orange,Boardings,4456
Saturday,2012-01-07,8454,orange,Boardings,3026
Sunday,2012-01-08,5101.5,orange,Boardings,1891
Monday,2012-01-09,10614.5,orange,Boardings,3730
Tuesday,2012-01-10,10795,orange,Boardings,3763
Wednesday,2012-01-11,10743.5,orange,Boardings,3836
Thursday,2012-01-12,10769.5,orange,Boardings,3722
Friday,2012-01-13,11940.5,orange,Boardings,4457
Saturday,2012-01-14,8205,orange,Boardings,3182
Sunday,2012-01-15,6347.5,orange,Boardings,2407
Monday,2012-01-16,7516,orange,Boardings,2862
Tuesday,2012-01-17,11000.5,orange,Boardings,3888
Wednesday,2012-01-18,11444,orange,Boardings,4213
Thursday,2012-01-19,11427.5,orange,Boardings,4262
Friday,2012-01-20,13090,orange,Boardings,4911
Saturday,2012-01-21,7569.5,orange,Boardings,2681
Sunday,2012-01-22,5308.5,orange,Boardings,1886
Monday,2012-01-23,7252.5,orange,Boardings,3604
Tuesday,2012-01-24,11849,orange,Boardings,4353
Wednesday,2012-01-25,11987.5,orange,Boardings,4279
Thursday,2012-01-26,11132,orange,Boardings,4119
Friday,2012-01-27,13243.5,orange,Boardings,5048
Saturday,2012-01-28,10497,orange,Boardings,3899
Sunday,2012-01-29,6716,orange,Boardings,2466
Monday,2012-01-30,11658,orange,Boardings,4317
Tuesday,2012-01-31,11976.5,orange,Boardings,4463
Wednesday,2012-02-01,12130.5,orange,Boardings,4411
Thursday,2012-02-02,11424,orange,Boardings,4073
Friday,2012-02-03,13753,orange,Boardings,4951
Saturday,2012-02-04,8665.5,orange,Boardings,3229
Sunday,2012-02-05,5851,orange,Boardings,2153
Monday,2012-02-06,10900,orange,Boardings,4082
Tuesday,2012-02-07,11304,orange,Boardings,3933
Wednesday,2012-02-08,11349,orange,Boardings,4085
Thursday,2012-02-09,11697,orange,Boardings,4287
Friday,2012-02-10,13887,orange,Boardings,4967
Saturday,2012-02-11,9343.5,orange,Boardings,3352
Sunday,2012-02-12,5924.5,orange,Boardings,2255
Monday,2012-02-13,11314.5,orange,Boardings,3980
Tuesday,2012-02-14,11016,orange,Boardings,3942
Wednesday,2012-02-15,11861,orange,Boardings,4163
Thursday,2012-02-16,10822,orange,Boardings,3982
Friday,2012-02-17,13627.5,orange,Boardings,4804
Saturday,2012-02-18,9950.5,orange,Boardings,3819
Sunday,2012-02-19,6544,orange,Boardings,2707
Monday,2012-02-20,9760,orange,Boardings,3663
Tuesday,2012-02-21,11677,orange,Boardings,4187
Wednesday,2012-02-22,11931.5,orange,Boardings,4207
Thursday,2012-02-23,11236.5,orange,Boardings,4086
Friday,2012-02-24,12819.5,orange,Boardings,4386
Saturday,2012-02-25,9600.5,orange,Boardings,3489
Sunday,2012-02-26,6637.5,orange,Boardings,2424
Monday,2012-02-27,11241,orange,Boardings,4033
Tuesday,2012-02-28,11242.5,orange,Boardings,4023
Wednesday,2012-02-29,9657.5,orange,Boardings,3323
Thursday,2012-03-01,11785.5,orange,Boardings,4195
Friday,2012-03-02,12891,orange,Boardings,4529
Saturday,2012-03-03,10003.5,orange,Boardings,3844
Sunday,2012-03-04,5946,orange,Boardings,2335
Monday,2012-03-05,11304,orange,Boardings,4140
Tuesday,2012-03-06,11433.5,orange,Boardings,4018
Wednesday,2012-03-07,11805,orange,Boardings,4238
Thursday,2012-03-08,11905,orange,Boardings,4183
Friday,2012-03-09,12977.5,orange,Boardings,4576
Saturday,2012-03-10,9714,orange,Boardings,3629
Sunday,2012-03-11,4534,orange,Boardings,1723
Monday,2012-03-12,10751,orange,Boardings,3824
Tuesday,2012-03-13,11697,orange,Boardings,4245
Wednesday,2012-03-14,12221.5,orange,Boardings,4385
Thursday,2012-03-15,12047,orange,Boardings,4259
Friday,2012-03-16,14054.5,orange,Boardings,5044
Saturday,2012-03-17,13048,orange,Boardings,5194
Sunday,2012-03-18,6057,orange,Boardings,2160
Monday,2012-03-19,11858,orange,Boardings,4358
Tuesday,2012-03-20,11667,orange,Boardings,4356
Wednesday,2012-03-21,11901,orange,Boardings,4093
Thursday,2012-03-22,12375,orange,Boardings,4568
Friday,2012-03-23,15521.5,orange,Boardings,5418
Saturday,2012-03-24,8672,orange,Boardings,3295
Sunday,2012-03-25,6508.5,orange,Boardings,2487
Monday,2012-03-26,12167.5,orange,Boardings,4575
Tuesday,2012-03-27,11885.5,orange,Boardings,4180
Wednesday,2012-03-28,12083,orange,Boardings,4355
Thursday,2012-03-29,12042,orange,Boardings,4454
Friday,2012-03-30,13671,orange,Boardings,4816
Saturday,2012-03-31,10095.5,orange,Boardings,3673
Sunday,2012-04-01,7418.5,orange,Boardings,2971
Monday,2012-04-02,12543.5,orange,Boardings,4888
Tuesday,2012-04-03,13027.5,orange,Boardings,4960
Wednesday,2012-04-04,12635,orange,Boardings,4630
Thursday,2012-04-05,12090,orange,Boardings,4451
Friday,2012-04-06,13020,orange,Boardings,5469
Saturday,2012-04-07,10177,orange,Boardings,4208
Sunday,2012-04-08,7152.5,orange,Boardings,2881
Monday,2012-04-09,12864.5,orange,Boardings,5043
Tuesday,2012-04-10,12300.5,orange,Boardings,4716
Wednesday,2012-04-11,12848.5,orange,Boardings,4660
Thursday,2012-04-12,12358.5,orange,Boardings,4492
Friday,2012-04-13,14331.5,orange,Boardings,5268
Saturday,2012-04-14,11206.5,orange,Boardings,4126
Sunday,2012-04-15,7611,orange,Boardings,2614
Monday,2012-04-16,12854.5,orange,Boardings,4708
Tuesday,2012-04-17,12553.5,orange,Boardings,4627
Wednesday,2012-04-18,12069.5,orange,Boardings,4344
Thursday,2012-04-19,12255,orange,Boardings,4220
Friday,2012-04-20,14349.5,orange,Boardings,5424
Saturday,2012-04-21,10946,orange,Boardings,4238
Sunday,2012-04-22,4844,orange,Boardings,1786
Monday,2012-04-23,11805.5,orange,Boardings,4375
Tuesday,2012-04-24,12119,orange,Boardings,4373
Wednesday,2012-04-25,12923.5,orange,Boardings,4611
Thursday,2012-04-26,12380,orange,Boardings,4288
Friday,2012-04-27,14784,orange,Boardings,5583
Saturday,2012-04-28,9500.5,orange,Boardings,3488
Sunday,2012-04-29,7672,orange,Boardings,2813
Monday,2012-04-30,11925.5,orange,Boardings,4247
Tuesday,2012-05-01,12852.5,orange,Boardings,4758
Wednesday,2012-05-02,12309.5,orange,Boardings,4337
Thursday,2012-05-03,11762.5,orange,Boardings,4552
Friday,2012-05-04,14172,orange,Boardings,5126
Saturday,2012-05-05,11369.5,orange,Boardings,4121
Sunday,2012-05-06,7171.5,orange,Boardings,2812
Monday,2012-05-07,12415.5,orange,Boardings,4601
Tuesday,2012-05-08,12231.5,orange,Boardings,4522
Wednesday,2012-05-09,12600,orange,Boardings,4687
Thursday,2012-05-10,12696.5,orange,Boardings,4798
Friday,2012-05-11,14849,orange,Boardings,5316
Saturday,2012-05-12,11022,orange,Boardings,4476
Sunday,2012-05-13,6908,orange,Boardings,2593
Monday,2012-05-14,11842.5,orange,Boardings,4191
Tuesday,2012-05-15,12905,orange,Boardings,4701
Wednesday,2012-05-16,13209,orange,Boardings,4647
Thursday,2012-05-17,12529.5,orange,Boardings,4754
Friday,2012-05-18,14512,orange,Boardings,5126
Saturday,2012-05-19,11105,orange,Boardings,4089
Sunday,2012-05-20,7969,orange,Boardings,2902
Monday,2012-05-21,12257,orange,Boardings,4420
Tuesday,2012-05-22,14285,orange,Boardings,5228
Wednesday,2012-05-23,13648,orange,Boardings,5024
Thursday,2012-05-24,13809.5,orange,Boardings,4867
Friday,2012-05-25,16149.5,orange,Boardings,5995
Saturday,2012-05-26,10379.5,orange,Boardings,3611
Sunday,2012-05-27,9133,orange,Boardings,3734
Monday,2012-05-28,8674.5,orange,Boardings,3170
Tuesday,2012-05-29,12772,orange,Boardings,4566
Wednesday,2012-05-30,13168,orange,Boardings,4753
Thursday,2012-05-31,13285.5,orange,Boardings,4778
Friday,2012-06-01,13262,orange,Boardings,4716
Saturday,2012-06-02,11539,orange,Boardings,4416
Sunday,2012-06-03,7553.5,orange,Boardings,2622
Monday,2012-06-04,13342.5,orange,Boardings,4758
Tuesday,2012-06-05,13625.5,orange,Boardings,4739
Wednesday,2012-06-06,13532,orange,Boardings,4835
Thursday,2012-06-07,11045,orange,Boardings,3402
Friday,2012-06-08,16366.5,orange,Boardings,5676
Saturday,2012-06-09,12897.5,orange,Boardings,4832
Sunday,2012-06-10,8691.5,orange,Boardings,3077
Monday,2012-06-11,12532,orange,Boardings,4557
Tuesday,2012-06-12,13011,orange,Boardings,3774
Wednesday,2012-06-13,15672.5,orange,Boardings,4981
Thursday,2012-06-14,17580,orange,Boardings,5538
Friday,2012-06-15,21951,orange,Boardings,6896
Saturday,2012-06-16,22074.5,orange,Boardings,6280
Sunday,2012-06-17,15224.5,orange,Boardings,4071
Monday,2012-06-18,13967.5,orange,Boardings,4832
Tuesday,2012-06-19,14775.5,orange,Boardings,5045
Wednesday,2012-06-20,12913,orange,Boardings,4479
Thursday,2012-06-21,12643,orange,Boardings,4420
Friday,2012-06-22,15594.5,orange,Boardings,5971
Saturday,2012-06-23,12488,orange,Boardings,4396
Sunday,2012-06-24,8615.5,orange,Boardings,2825
Monday,2012-06-25,13576,orange,Boardings,4731
Tuesday,2012-06-26,14090,orange,Boardings,4759
Wednesday,2012-06-27,14361.5,orange,Boardings,5016
Thursday,2012-06-28,13895,orange,Boardings,4901
Friday,2012-06-29,15699.5,orange,Boardings,5904
Saturday,2012-06-30,11312,orange,Boardings,4246
Sunday,2012-07-01,7762,orange,Boardings,2784
Monday,2012-07-02,13982,orange,Boardings,5086
Tuesday,2012-07-03,14716,orange,Boardings,5483
Wednesday,2012-07-04,12124,orange,Boardings,4274
Thursday,2012-07-05,13019.5,orange,Boardings,4624
Friday,2012-07-06,15783,orange,Boardings,5929
Saturday,2012-07-07,11211,orange,Boardings,4470
Sunday,2012-07-08,7601.5,orange,Boardings,2755
Monday,2012-07-09,13016.5,orange,Boardings,4641
Tuesday,2012-07-10,13497,orange,Boardings,4622
Wednesday,2012-07-11,13102.5,orange,Boardings,3968
Thursday,2012-07-12,13657.5,orange,Boardings,4152
Friday,2012-07-13,15934,orange,Boardings,5168
Saturday,2012-07-14,11357,orange,Boardings,3452
Sunday,2012-07-15,8507.5,orange,Boardings,2925
Monday,2012-07-16,12348.5,orange,Boardings,4454
Tuesday,2012-07-17,11394.5,orange,Boardings,3640
Wednesday,2012-07-18,11696.5,orange,Boardings,4551
Thursday,2012-07-19,12287,orange,Boardings,4825
Friday,2012-07-20,12514.5,orange,Boardings,5096
Saturday,2012-07-21,10230.5,orange,Boardings,3547
Sunday,2012-07-22,8960,orange,Boardings,3005
Monday,2012-07-23,11776,orange,Boardings,4546
Tuesday,2012-07-24,13430.5,orange,Boardings,4953
Wednesday,2012-07-25,13632.5,orange,Boardings,4890
Thursday,2012-07-26,13255.5,orange,Boardings,4768
Friday,2012-07-27,15555,orange,Boardings,5654
Saturday,2012-07-28,12132.5,orange,Boardings,4592
Sunday,2012-07-29,8636,orange,Boardings,3037
Monday,2012-07-30,12683,orange,Boardings,4759
Tuesday,2012-07-31,13118,orange,Boardings,4794
Wednesday,2012-08-01,13668,orange,Boardings,5140
Thursday,2012-08-02,12848.5,orange,Boardings,4826
Friday,2012-08-03,15667.5,orange,Boardings,5857
Saturday,2012-08-04,11744.5,orange,Boardings,4294
Sunday,2012-08-05,7184,orange,Boardings,2419
Monday,2012-08-06,12657,orange,Boardings,4596
Tuesday,2012-08-07,13102.5,orange,Boardings,4801
Wednesday,2012-08-08,12489.5,orange,Boardings,4786
Thursday,2012-08-09,12677,orange,Boardings,4533
Friday,2012-08-10,14130,orange,Boardings,5087
Saturday,2012-08-11,11273,orange,Boardings,4252
Sunday,2012-08-12,7662,orange,Boardings,2627
Monday,2012-08-13,13103.5,orange,Boardings,4729
Tuesday,2012-08-14,13329,orange,Boardings,5173
Wednesday,2012-08-15,13814.5,orange,Boardings,5000
Thursday,2012-08-16,14299,orange,Boardings,5248
Friday,2012-08-17,14234,orange,Boardings,4789
Saturday,2012-08-18,11135.5,orange,Boardings,3916
Sunday,2012-08-19,6528,orange,Boardings,1997
Monday,2012-08-20,12293.5,orange,Boardings,3832
Tuesday,2012-08-21,12899,orange,Boardings,4609
Wednesday,2012-08-22,13753.5,orange,Boardings,4789
Thursday,2012-08-23,14615,orange,Boardings,4867
Friday,2012-08-24,15852,orange,Boardings,5576
