Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Novavax,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Novavax,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Novavax,Series_Complete_Unk_Manuf,Series_Complete_Janssen_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Unk_Manuf_5Plus,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_5Plus,Additional_Doses_5Plus_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Second_Booster_Janssen,Second_Booster_Moderna,Second_Booster_Pfizer,Second_Booster_Unk_Manuf,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
2/13/22,7,US,676650825,30237900,246803340,399609585,NA,0,203805,216691,238661,262004,1234940,547109724,547031406,530889876,496648952,136302641,18311163,206546389,321764021,NA,488151,164788,175182,187249,192306,248764,547109724,252054215,75.9,251989653,80.7,242836436,85.7,225897158,87.5,56029593,95,213869678,64.4,213853893,68.5,206945302,73,192567201,74.6,48517768,88.5,16672230,74983112,122075012,NA,139324,16669223,74979966,122065481,139223,16667347,74977165,115162794,137996,16641894,74897746,100894612,132949,2341757,23137521,22977269,61221,91610532,42.8,NA,NA,91596359,44.3,88817489,46.1,57005669,57.4,31795492,65.5,39874689,50325859,1388208,21776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/12/22,6,US,676619725,30237500,246800040,399582185,NA,0,203796,216681,238650,261992,1234890,546624663,546547719,530484775,496299064,136250330,18303071,206408407,321425596,NA,487589,164642,175027,187107,192170,248668,546624663,251926344,75.9,251862639,80.7,242736774,85.6,225810077,87.4,56020219,95,213734419,64.4,213719144,68.4,206861022,73,192497709,74.5,48511331,88.5,16667482,74956621,121971170,NA,139146,16664475,74953476,121962148,139045,16662600,74950687,115109913,137822,16637156,74871293,100856473,132787,2341431,23134628,22974092,61180,91397490,42.8,NA,NA,91383519,44.2,88631890,46,56922588,57.3,31763725,65.5,39798144,50192609,1385041,21696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/11/22,6,US,675764425,30218800,246586440,398959185,NA,0,203538,216407,238348,261661,1233330,545981537,545905934,529933576,495812984,136166809,18291136,206210837,320993225,NA,486339,164448,174821,186912,191982,248516,545981537,251755851,75.8,251692958,80.6,242600719,85.6,225690762,87.4,56006048,95,213563173,64.3,213548422,68.4,206746413,72.9,192401148,74.5,48501092,88.5,16660319,74919390,121844657,NA,138807,16657315,74916248,121836150,138709,16655440,74913472,115040006,137495,16630025,74834152,100804477,132494,2340887,23129971,22969122,61112,91109196,42.7,NA,NA,91095482,44.1,88373316,45.9,56799281,57.2,31711986,65.4,39687901,50019116,1380642,21537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/10/22,6,US,674675725,30209400,246235940,398230385,NA,0,203210,216059,237964,261239,1231340,545477120,545402676,529514924,495442900,136093727,18283801,206059690,320648278,NA,485351,164296,174660,186764,191839,248382,545477120,251655172,75.8,251593017,80.6,242532217,85.5,225631968,87.4,55997009,95,213430434,64.3,213416104,68.3,206666707,72.9,192335910,74.5,48494451,88.5,16656790,74893111,121741914,NA,138619,16653790,74889969,121733824,138521,16651917,74887209,114990266,137315,16626495,74807909,100769172,132334,2340654,23126843,22965885,61069,90852670,42.6,NA,NA,90839164,44,88140671,45.8,56684166,57.1,31662039,65.3,39589072,49865184,1377046,21368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/9/22,6,US,673608245,30200300,245830340,397577605,NA,0,202889,215717,237587,260826,1229390,544772697,544699760,528904474,494904817,136006443,18271861,205846147,320170914,NA,483775,164084,174435,186549,191631,248223,544772697,251467303,75.7,251406140,80.5,242379309,85.5,225495980,87.3,55982067,95,213246140,64.2,213232319,68.3,206540564,72.8,192229376,74.4,48483771,88.5,16649368,74852258,121606453,NA,138061,16646370,74849122,121598864,137963,16644503,74846371,114912922,136768,16619115,74767128,100711319,131814,2340137,23122101,22960600,60933,90533404,42.5,NA,NA,90520214,43.8,87856777,45.7,56552327,57,31607949,65.2,39471349,49668032,1372825,21198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/8/22,6,US,671790965,30168800,245273140,396349025,NA,0,202341,215135,236946,260122,1226070,544139366,544067553,528356824,494421321,135921725,18258796,205656808,319741177,NA,482585,163893,174233,186356,191443,248068,544139366,251312470,75.7,251252073,80.5,242255947,85.4,225387837,87.3,55971613,95,213061117,64.2,213047654,68.2,206409389,72.8,192117515,74.4,48470416,88.5,16640349,74809966,121473036,NA,137766,16637354,74806833,121465797,137670,16635489,74804110,114833300,136490,16610117,74724919,100650921,131558,2339461,23116764,22953337,60854,90240071,42.4,NA,NA,90227111,43.7,87593070,45.6,56421862,56.9,31550753,65.1,39363301,49487085,1368689,20996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/7/22,6,US,670573355,30125700,244645840,395801815,NA,0,201975,214745,236517,259651,1223850,543619492,543548266,527916800,494048898,135872623,18251579,205513590,319372364,NA,481959,163736,174066,186201,191299,247979,543619492,251176199,75.7,251116205,80.4,242148058,85.4,225294325,87.2,55962877,95,212920278,64.1,212906996,68.2,206319471,72.8,192044417,74.4,48464112,88.5,16635868,74783637,121363172,NA,137601,16632873,74780504,121356113,137506,16631008,74777798,114774332,136333,16605644,74698631,100608734,131408,2339159,23114148,22949997,60808,90003095,42.3,NA,NA,89990343,43.6,87392148,45.5,56334648,56.8,31519836,65,39282587,49333465,1366112,20931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/6/22,6,US,670573255,30125700,244645840,395801715,NA,0,201975,214745,236517,259651,1223850,543220044,543149598,527586018,493774809,135841859,18246402,205409451,319082480,NA,481711,163616,173939,186084,191193,247923,543220044,251070439,75.6,251010927,80.4,242065554,85.4,225224433,87.2,55956912,95,212806521,64.1,212793530,68.1,206250822,72.7,191989444,74.3,48460239,88.4,16632850,74763085,121273070,NA,137516,16629855,74759952,121266302,137421,16627990,74757253,114729331,136248,16602635,74678110,100577368,131331,2338959,23112528,22947966,60786,89825774,42.2,NA,NA,89813170,43.5,87245155,45.4,56273436,56.7,31500522,65,39225805,49215017,1364040,20912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/5/22,5,US,670472455,30125700,244645840,395700915,NA,0,201944,214713,236481,259612,1223670,542675367,542606066,527130141,493378849,135783536,18236540,205249215,318708588,NA,481024,163452,173765,185923,191040,247816,542675367,250915858,75.6,250857085,80.3,241943523,85.3,225117062,87.2,55943707,95,212657682,64.1,212645093,68.1,206157547,72.7,191912327,74.3,48453257,88.4,16626691,74735790,121157896,NA,137305,16623699,74732664,121151518,137212,16621845,74730027,114669620,136055,16596501,74650923,100533752,131151,2338552,23109368,22944596,60741,89594265,42.1,NA,NA,89581866,43.5,87041954,45.4,56182668,56.7,31467070,64.9,39138349,49074506,1360584,20826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/4/22,5,US,670318455,30125700,244645540,395547215,NA,0,201898,214663,236427,259552,1223390,541999800,541931593,526550558,492868502,135699633,18224294,205042012,318253687,NA,479807,163249,173549,185719,190842,247663,541999800,250731754,75.5,250673714,80.3,241797087,85.3,224987839,87.1,55926976,95,212481465,64,212469235,68,206038540,72.7,191812471,74.3,48442958,88.4,16619171,74701000,121024325,NA,136969,16616180,74697874,121018305,136876,16614331,74695249,114593215,135745,16589004,74616214,100476391,130862,2338004,23104921,22939374,60659,89288662,42,NA,NA,89276522,43.3,86768638,45.2,56053820,56.6,31415294,64.9,39019079,48892773,1356150,20660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/3/22,5,US,669540355,30125700,244640640,394774015,NA,0,201663,214414,236153,259251,1221970,541410847,541343655,526057467,492440134,135627824,18215099,204895468,317821532,NA,478748,163071,173360,185545,190676,247532,541410847,250593665,75.5,250536335,80.2,241695709,85.2,224900322,87.1,55915032,95,212336183,64,212324253,68,205951458,72.6,191743081,74.2,48437815,88.4,16614608,74686823,120898085,NA,136667,16611617,74683699,120892363,136574,16609767,74681085,114525150,135456,16584452,74602027,100425999,130603,2337610,23104668,22934963,60574,88983833,41.9,NA,NA,88977632,43.2,86502655,45.1,55928826,56.4,31364538,64.8,38914865,48696701,1351745,20522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/2/22,5,US,668308025,30118700,244041840,394147485,NA,0,201292,214019,235718,258774,1219720,540630198,540564051,525381338,491846617,135523149,18198400,204662169,317292439,NA,477190,162836,173111,185307,190446,247341,540630198,250378993,75.4,250322381,80.2,241521287,85.2,224747990,87,55896512,95,212130684,63.9,212119080,67.9,205808802,72.6,191622414,74.2,48424914,88.4,16603504,74646620,120744329,NA,136231,16600515,74643498,120738929,136138,16598668,74640910,114434188,135036,16573393,74561928,100356885,130208,2336728,23099150,22928550,60486,88614084,41.8,NA,NA,88607931,43.1,86171607,45,55767850,56.3,31295222,64.6,38772192,48475336,1346237,20319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/1/22,5,US,667094365,30097200,243658980,393338185,NA,0,200927,213631,235290,258304,1217500,539921122,539855897,524771282,491313067,135438478,18185440,204454132,316805846,NA,475704,162623,172884,185091,190240,247186,539921122,250184240,75.4,250128328,80.1,241366606,85.1,224611633,87,55880938,95,211954555,63.8,211943169,67.9,205690150,72.5,191523378,74.2,48414914,88.4,16596020,74613856,120608839,NA,135840,16593032,74610734,120603656,135747,16591185,74608166,114356135,134664,16565920,74529240,100298356,129862,2336167,23094971,22923385,60391,88286037,41.7,NA,NA,88279929,42.9,85881458,44.8,55633259,56.2,31241326,64.5,38650128,48274661,1341155,20093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/31/22,5,US,666319295,30086800,243444580,392787915,NA,0,200693,213383,235017,258003,1216090,539337296,539272629,524273889,490893212,135382828,18177294,204294985,316390082,NA,474935,162447,172697,184916,190077,247085,539337296,250029773,75.3,249974301,80.1,241246455,85.1,224507549,86.9,55871144,95,211818885,63.8,211807613,67.8,205604924,72.5,191454308,74.1,48408820,88.4,16591454,74593062,120498736,NA,135633,16588467,74589940,120493666,135540,16586623,74587385,114296455,134461,16561372,74508490,100254772,129674,2335839,23092351,22920292,60338,88000239,41.5,NA,NA,87994176,42.8,85640220,44.7,55530025,56.1,31204692,64.5,38550876,48091598,1337761,20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/30/22,5,US,666319395,30086800,243444580,392788015,NA,0,200693,213383,235017,258003,1216090,538829920,538765792,523842204,490529689,135328787,18170391,204143412,316041356,NA,474761,162294,172535,184764,189937,246986,538829920,249892470,75.3,249837393,80,241138468,85.1,224414518,86.9,55860639,95,211695131,63.8,211684002,67.8,205527204,72.5,191390302,74.1,48399993,88.3,16587556,74568464,120403533,NA,135578,16584569,74565342,120398606,135485,16582726,74562791,114247281,134406,16557481,74483926,100219269,129626,2335566,23086980,22917119,60328,87760753,41.5,NA,NA,87754712,42.7,85439367,44.6,55441236,56,31172779,64.4,38464685,47941172,1334914,19982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/22,4,US,666304825,30086700,243444580,392773545,NA,0,200689,213378,235011,257998,1216060,538086232,538023218,523206047,489980473,135246956,18158364,203923765,315530213,NA,473890,162070,172297,184539,189724,246837,538086232,249695301,75.2,249641089,79.9,240985099,85,224280042,86.8,55845081,95,211533229,63.7,211522343,67.7,205427933,72.5,191308402,74.1,48391231,88.3,16580937,74542199,120274755,NA,135338,16577950,74539077,120270071,135245,16576110,74536543,114181100,134180,16550875,74457717,100170390,129420,2335046,23082949,22912964,60272,87383007,41.3,NA,NA,87377007,42.5,85111825,44.5,55297130,55.9,31119181,64.3,38325137,47708235,1329772,19863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/28/22,4,US,664844185,30065200,243163380,391615605,NA,0,200249,212910,234496,257432,1213400,537238853,537176726,522469999,489332546,135138829,18143188,203671645,314951464,NA,472556,161815,172026,184280,189473,246640,537238853,249473925,75.1,249420409,79.9,240809827,84.9,224125245,86.8,55827436,95,211343818,63.7,211333121,67.7,205303077,72.4,191203646,74,48379886,88.3,16572527,74509265,120127072,NA,134954,16569543,74506158,120122558,134862,16567711,74503638,114097923,133805,16542490,74424873,100107204,129079,2334368,23078196,22907128,60194,86955357,41.1,NA,NA,86949406,42.4,84731202,44.3,55117582,55.7,31045841,64.2,38164950,47447382,1323367,19658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/27/22,4,US,663451855,30055900,242876980,390518975,NA,0,199830,212464,234005,256893,1210860,536370947,536309664,521722649,488676679,135020007,18128738,203409636,314361546,NA,471027,161553,171748,184016,189219,246423,536370947,249267851,75.1,249215015,79.8,240652438,84.9,223987198,86.7,55808608,95,211162083,63.6,211151548,67.6,205192003,72.4,191111255,74,48368850,88.3,16564767,74479542,119983186,NA,134588,16561784,74476438,119978830,134496,16559954,74473936,114024662,133451,16534751,74395173,100052580,128751,2333396,23073565,22901809,60080,86484618,41,NA,NA,86478720,42.1,84313392,44.1,54917777,55.5,30962049,64,37986880,47161308,1317033,19397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/26/22,4,US,662359855,30042200,242353680,389963975,NA,0,199501,212115,233620,256470,1208860,537171553,537110765,522620730,489592858,135368803,18153278,203763480,314783787,NA,471008,161794,172005,184333,189574,247059,537171553,251518114,75.8,251465689,80.5,242921485,85.7,226157372,87.6,56472558,95,210850212,63.5,210839771,67.5,204961842,72.3,190935610,73.9,48349034,88.2,16598306,74396928,119720489,NA,134489,16595321,74393777,119716227,134446,16593483,74391252,113843695,133412,16568099,74312812,99925920,128779,2337625,23063304,22888103,60002,85218657,40.4,NA,NA,NA,NA,83112695,43.5,54246860,54.9,30616746,63.3,37426138,46472180,1301244,19095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/25/22,4,US,660939155,30010300,242141920,388786935,NA,0,199073,211660,233119,255920,1206270,536347783,536287696,521897492,488964461,135266444,18138174,203503967,314236020,NA,469622,161546,171741,184078,189330,246872,536347783,251289667,75.7,251237849,80.5,242738324,85.6,225996286,87.5,56454048,95,210682471,63.5,210672121,67.5,204848313,72.3,190839977,73.9,48338189,88.2,16589474,74363429,119595433,NA,134135,16586489,74360280,119591258,134094,16584658,74357774,113772804,133077,16559300,74279394,99872820,128463,2336856,23058437,22883001,59895,84800209,40.3,NA,NA,NA,NA,82747737,43.4,54076463,54.7,30548771,63.2,37268831,46217213,1295334,18831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
